,pred
1873,4007.31
1874,5958.13
1875,40238.75
1876,5924.19
1877,12577.03
1878,11587.18
1879,5627.16
1880,2524.07
1881,71000.72
1882,6360.92
1883,2858.37
1884,5956.48
1885,13839.31
1886,60120.83
1887,64778.64
1888,54846.79
1889,55953.28
1890,6374.34
1891,2090.88
1892,4691.76
1893,51888.81
1894,3993.4
1895,37095.7
1896,52002.67
1897,5294.47
1898,7494.64
1899,12434.52
1900,3326.21
1901,6360.74
1902,29021.95
1903,57057.23
1904,10485.14
1905,3230.15
1906,3271.34
1907,7228.39
1908,5390.44
1909,3375.87
1910,6156.54
1911,46168.23
1912,51810.12
1913,58483.76
1914,10727.01
1915,52622.4
1916,6768.75
1917,49520.48
1918,5909.97
1919,53185.68
1920,43083.93
1921,49240.38
1922,6855.27
1923,2694.37
1924,5577.2
1925,2845.49
1926,4293.04
1927,49529.8
1928,4504.09
1929,53026.09
1930,7967.67
1931,55315.64
1932,5343.18
1933,5797.66
1934,5764.93
1935,24346.68
1936,3771.51
1937,6690.75
1938,2621.72
1939,3689.34
1940,13366.3
1941,17002.2
1942,7714.5
1943,2457.02
1944,5335.1
1945,3206.5
1946,4952.32
1947,8317.36
1948,11385.69
1949,56190.48
1950,17794.0
1951,11703.27
1952,46937.03
1953,5469.58
1954,3473.48
1955,65558.27
1956,3319.43
1957,44644.17
1958,12323.67
1959,4630.02
1960,66512.37
1961,4641.9
1962,4279.33
1963,14278.87
1964,5638.96
1965,5561.33
1966,6936.34
1967,10808.85
1968,54852.16
1969,42430.31
1970,12020.75
1971,2555.75
1972,8378.84
1973,7145.67
1974,6401.46
1975,30811.84
1976,57117.24
1977,85779.28
1978,5117.79
1979,3306.69
1980,4538.77
1981,50727.4
1982,5278.97
1983,51223.76
1984,3375.06
1985,58112.91
1986,4750.82
1987,12715.41
1988,11869.42
1989,50388.31
1990,58639.53
1991,6039.8
1992,6448.12
1993,67605.59
1994,54104.67
1995,4100.76
1996,2182.76
1997,20790.02
1998,54297.69
1999,5244.38
2000,13331.22
2001,15228.13
2002,61964.61
2003,42135.61
2004,56372.04
2005,8551.86
2006,5206.95
2007,5982.29
2008,6635.25
2009,6478.74
2010,55315.17
2011,51478.48
2012,7022.07
2013,12718.9
2014,11014.34
2015,3711.03
2016,4511.05
2017,65570.79
2018,63800.53
2019,12872.43
2020,11051.58
2021,5560.53
2022,4896.48
2023,2636.71
2024,4773.1
2025,8604.06
2026,8233.52
2027,6712.18
2028,5771.24
2029,64245.77
2030,5246.85
2031,31242.15
2032,18982.75
2033,7530.73
2034,12029.31
2035,14176.26
2036,52337.57
2037,57063.34
2038,6194.98
2039,54671.59
2040,60065.44
2041,4849.43
2042,64912.89
2043,4851.78
2044,59435.18
2045,5231.05
2046,40296.67
2047,3055.02
2048,4676.14
2049,6841.17
2050,2985.59
2051,2415.84
2052,3119.43
2053,6312.65
2054,4958.6
2055,5030.63
2056,7584.16
2057,45665.45
2058,3197.53
2059,4450.62
2060,3913.16
2061,12070.36
2062,5055.89
2063,6779.02
2064,29097.66
2065,2865.29
2066,10761.41
2067,3091.15
2068,7125.97
2069,53928.96
2070,49122.91
2071,5762.45
2072,14356.95
2073,4173.48
2074,5728.76
2075,49769.98
2076,54509.7
2077,6460.81
2078,5748.59
2079,2400.5
2080,4559.64
2081,57313.52
2082,2300.75
2083,5821.96
2084,4974.9
2085,8320.575
2086,2122.88
2087,4576.44
2088,3085.44
2089,11733.2
2090,5491.04
2091,5199.94
2092,61768.09
2093,59207.92
2094,4932.66
2095,48596.78
2096,56612.55
2097,5049.29
2098,5000.03
2099,3439.6
2100,5432.91
2101,4434.44
2102,3550.86
2103,2270.21
2104,53448.34
2105,3041.16
2106,42067.74
2107,44738.08
2108,3953.55
2109,5398.8
2110,52154.65
2111,64860.43
2112,47038.16
2113,6970.39
2114,8104.21
2115,48310.28
2116,67664.65
2117,12422.31
2118,51741.56
2119,50794.41
2120,56018.78
2121,62019.79
2122,3591.46
2123,11763.75
2124,5573.43
2125,4434.06
2126,2921.99
2127,12478.45
2128,4957.5
2129,3678.16
2130,55026.62
2131,2520.82
2132,15786.91
2133,50027.26
2134,5690.83
2135,45915.41
2136,5241.72
2137,11088.85
2138,55997.14
2139,10763.75
2140,7388.875
2141,10498.75
2142,5478.29
2143,6207.62
2144,5978.42
2145,51949.18
2146,6246.49
2147,8610.1
2148,49180.38
2149,4968.16
2150,76203.99
2151,5292.26
2152,2799.75
2153,6095.67
2154,56234.32
2155,8754.04
2156,16297.62
2157,17669.14
2158,5620.94
2159,6177.25
2160,7818.51
2161,3938.33
2162,49975.91
2163,45106.42
2164,6165.5
2165,68689.58
2166,7387.85
2167,1775.06
2168,6350.62
2169,69461.68
2170,4861.41
2171,5204.16
2172,59601.02
2173,8619.71
2174,4481.43
2175,4173.98
2176,46079.51
2177,55839.52
2178,68593.05
2179,51719.71
2180,5627.5
2181,4714.99
2182,6339.75
2183,28212.61
2184,49643.25
2185,48537.47
2186,61606.84
2187,8300.15
2188,11946.19
2189,4531.19
2190,6434.14
2191,49421.3
2192,45222.03
2193,4161.51
2194,6834.23
2195,17325.59
2196,65454.31
2197,53400.19
2198,3299.32
2199,51358.64
2200,10016.63
2201,9890.87
2202,23122.1
2203,13104.1
2204,5831.98
2205,8631.12
2206,5067.82
2207,55020.63
2208,12243.72
2209,43801.93
2210,8186.7
2211,6542.57
2212,12362.51
2213,24699.26
2214,11977.43
2215,76374.37
2216,12523.29
2217,52199.36
2218,13360.73
2219,4904.16
2220,5511.88
2221,53860.3
2222,16739.68
2223,57799.38
2224,14569.9
2225,64966.04
2226,11600.35
2227,4495.41
2228,5724.1
2229,11592.87
2230,10662.65
2231,41711.96
2232,3038.9
2233,44609.94
2234,5102.99
2235,43278.08
2236,6302.2
2237,4547.38
2238,40725.01
2239,43816.51
2240,4093.95
2241,9547.58
2242,51104.86
2243,5041.57
2244,6613.39
2245,4680.79
2246,44538.85
2247,11277.41
2248,52601.09
2249,46898.26
2250,48684.68
2251,58891.43
2252,9548.49
2253,6441.6
2254,12561.61
2255,51257.0
2256,4706.06
2257,34977.21
2258,26847.82
2259,4835.38
2260,62976.4
2261,48187.33
2262,67088.93
2263,62002.2
2264,3282.1
2265,4160.4
2266,8994.94
2267,16242.67
2268,6396.46
2269,6233.08
2270,4689.51
2271,5446.95
2272,10384.86
2273,4133.96
2274,7346.18
2275,5216.91
2276,4021.8
2277,4267.25
2278,3620.17
2279,48199.22
2280,12241.11
2281,3449.89
2282,5017.47
2283,10425.85
2284,6561.71
2285,12587.57
2286,5501.06
2287,5796.26
2288,50063.42
2289,10445.62
2290,58577.37
2291,42166.68
2292,14819.02
2293,4820.45
2294,59489.72
2295,10694.98
2296,53251.75
2297,3549.06
2298,80977.14
2299,61126.75
2300,33148.52
2301,5408.24
2302,44002.1
2303,7017.36
2304,5328.74
2305,3664.91
2306,16028.89
2307,52448.07
2308,7707.25
2309,4078.8
2310,11957.69
2311,3261.07
2312,3889.02
2313,6301.59
2314,5707.83
2315,6752.04
2316,50112.01
2317,9042.286666666667
2318,4111.88
2319,2685.92
2320,5827.77
2321,5107.89
2322,1697.3
2323,46099.83
2324,3462.37
2325,8876.77
2326,68328.65
2327,49824.42
2328,60442.57
2329,13950.1
2330,46511.88
2331,51521.24
2332,30253.41
2333,3358.48
2334,47092.08
2335,17437.7
2336,4648.85
2337,8872.62
2338,50994.19
2339,4177.35
2340,7034.18
2341,12296.74
2342,17501.66
2343,43952.36
2344,4548.2
2345,52351.45
2346,3453.16
2347,16920.92
2348,2484.78
2349,54726.53
2350,6722.86
2351,6227.67
2352,3895.46
2353,5783.05
2354,6541.58
2355,6416.91
2356,14610.03
2357,3022.28
2358,7256.23
2359,5862.93
2360,2124.32
2361,57424.68
2362,4150.77
2363,5507.35
2364,7376.67
2365,63904.55
2366,13730.39
2367,40614.66
2368,4533.31
2369,5186.25
2370,76328.28
2371,4117.75
2372,2736.67
2373,5693.55
2374,4330.33
2375,5697.87
2376,6141.53
2377,6919.32
2378,5417.39
2379,6176.13
2380,6155.02
2381,64145.89
2382,3603.43
2383,3538.02
2384,3537.52
2385,64379.76
2386,4977.93
2387,25687.66
2388,9724.41
2389,38646.48
2390,4145.68
2391,60856.25
2392,6560.4
2393,15371.4
2394,53418.2
2395,3206.5
2396,5240.69
2397,17409.2
2398,5389.74
2399,6434.77
2400,49101.46
2401,5638.32
2402,53092.9
2403,3937.2
2404,7872.97
2405,49858.4
2406,11794.26
2407,5493.48
2408,10811.34
2409,53137.47
2410,6035.92
2411,42345.74
2412,6534.37
2413,5434.03
2414,4721.5
2415,45255.93
2416,42677.8
2417,5028.92
2418,13232.38
2419,59172.15
2420,33288.98
2421,10292.42
2422,3967.56
2423,5114.87
2424,46987.3
2425,5610.02
2426,4134.19
2427,5354.37
2428,5519.38
2429,56753.88
2430,6372.73
2431,6312.85
2432,59617.16
2433,5417.17
2434,2448.33
2435,4650.94
2436,72041.59
2437,6032.37
2438,7020.09
2439,11620.74
2440,9225.26
2441,4780.64
2442,11595.76
2443,4785.39
2444,6092.2
2445,47493.51
2446,9603.19
2447,57604.75
2448,4644.73
2449,11281.02
2450,29934.54
2451,5020.84
2452,57901.22
2453,8119.06
2454,6093.09
2455,2822.41
2456,2499.91
2457,4867.79
2458,29217.38
2459,12181.55
2460,19475.9
2461,34686.91
2462,10917.04
2463,55197.84
2464,79302.4
2465,3857.55
2466,24210.7
2467,56529.91
2468,53878.96
2469,11720.4
2470,2410.34
2471,2696.43
2472,11490.9
2473,10241.36
2474,54625.37
2475,46779.7
2476,56417.18
2477,7095.47
2478,5754.62
2479,5350.29
2480,5395.74
2481,3776.1
2482,4075.66
2483,6041.41
2484,4278.91
2485,8055.12
2486,6526.98
2487,42955.35
2488,46462.71
2489,5626.75
2490,6399.88
2491,25508.9
2492,18206.04
2493,2501.24
2494,11753.29
2495,55236.67
2496,6015.66
2497,52399.42
2498,54632.69
2499,7874.31
2500,54474.33
2501,57504.21
2502,4008.68
2503,10639.97
2504,2770.9
2505,7447.53
2506,11459.23
2507,5633.67
2508,6641.92
2509,8124.93
2510,51077.12
2511,50205.39
2512,4872.57
2513,61327.36
2514,6185.09
2515,7703.93
2516,2447.22
2517,57267.88
2518,51990.49
2519,3796.02
2520,4474.86
2521,8190.22
2522,5270.51
2523,6035.44
2524,7654.69
2525,56118.01
2526,4027.73
2527,2473.71
2528,11212.28
2529,9303.9
2530,6282.47
2531,50479.95
2532,49929.9
2533,13984.05
2534,7421.88
2535,5851.66
2536,2465.65
2537,61195.28
2538,28271.18
2539,4286.21
2540,8749.9
2541,9228.64
2542,3404.47
2543,5487.97
2544,9359.53
2545,13659.57
2546,29054.53
2547,54161.6
2548,2975.44
2549,6751.99
2550,2680.92
2551,3177.19
2552,5622.87
2553,6885.71
2554,50023.43
2555,30757.74
2556,4092.75
2557,54003.38
2558,3111.19
2559,28196.41
2560,4711.31
2561,8621.23
2562,50904.73
2563,5003.0
2564,8536.73
2565,3302.19
2566,5443.22
2567,6673.53
2568,2873.1
2569,5688.51
2570,5097.13
2571,11470.12
2572,5314.87
2573,54163.4
2574,7380.84
2575,12313.38
2576,16654.76
2577,5203.06
2578,5307.23
2579,7665.89
2580,5346.16
2581,10451.6
2582,49942.17
2583,5586.77
2584,54041.36
2585,11863.2
2586,4433.7
2587,5062.2
2588,11038.98
2589,2732.26
2590,49024.52
2591,62956.21
2592,4417.17
2593,2783.14
2594,45390.28
2595,3593.77
2596,4201.15
2597,56573.68
2598,4300.99
2599,54735.63
2600,5836.44
2601,52011.23
2602,13130.75
2603,46020.58
2604,5412.59
2605,2390.29
2606,5594.02
2607,6343.28
2608,5093.52
2609,62358.14
2610,51104.49
2611,50657.35
2612,65778.97
2613,5353.9
2614,4112.87
2615,2560.9
2616,2656.77
2617,62165.92
2618,12974.07
2619,5313.71
2620,5959.07
2621,49923.43
2622,48064.83
2623,5436.35
2624,6040.78
2625,43593.58
2626,6619.26
2627,29076.08
2628,11840.24
2629,7118.11
2630,5450.87
2631,12625.48
2632,13317.41
2633,47043.04
2634,47701.23
2635,3135.19
2636,13297.34
2637,9914.22
2638,4348.58
2639,50652.27
2640,5746.53
2641,6620.77
2642,7367.66
2643,49612.89
2644,51155.74
2645,80379.18
2646,2344.12
2647,2544.56
2648,12369.21
2649,55692.15
2650,57781.27
2651,4785.53
2652,4991.56
2653,51743.51
2654,2867.17
2655,10874.58
2656,4926.46
2657,1588.21
2658,56522.32
2659,6371.8
2660,5878.08
2661,12233.22
2662,5227.28
2663,10671.98
2664,13328.84
2665,4633.48
2666,11304.69
2667,8336.9
2668,33771.0
2669,4865.05
2670,4633.7
2671,4535.25
2672,3843.0
2673,12752.6
2674,12740.89
2675,7192.95
2676,60850.73
2677,61244.78
2678,56887.46
2679,6707.18
2680,3393.58
2681,54692.88
2682,58131.4
2683,5414.45
2684,55082.24
2685,4429.93
2686,58668.08
2687,8103.99
2688,50690.33
2689,47926.86
2690,2447.54
2691,4238.04
2692,10792.0
2693,6683.08
2694,6427.04
2695,29906.19
2696,4518.42
2697,67381.64
2698,51896.41
2699,57286.3
2700,13060.81
2701,12009.01
2702,12293.57
2703,56755.84
2704,6505.73
2705,72086.03
2706,58435.8
2707,4432.09
2708,15656.91
2709,8482.63
2710,7136.08
2711,6357.38
2712,7374.46
2713,50910.92
2714,54319.96
2715,5702.35
2716,6693.99
2717,5580.02
2718,4152.36
2719,56212.79
2720,11485.02
2721,4508.2
2722,10033.82
2723,53148.84
2724,58202.39
2725,4933.27
2726,55544.4
2727,6184.35
2728,2997.95
2729,58614.42
2730,6286.41
2731,30763.4
2732,39810.78
2733,54475.86
2734,9670.05
2735,47322.19
2736,62446.85
2737,50882.19
2738,52448.34
2739,6318.67
2740,4300.52
2741,54642.05
2742,11230.37
2743,13938.68
2744,2834.87
2745,46836.95
2746,6535.58
2747,6427.91
2748,10829.2
2749,83318.66
2750,40715.89
2751,2445.63
2752,8521.0
2753,61423.08
2754,13113.96
2755,12540.84
2756,11291.11
2757,2317.97
2758,5194.61
2759,5060.04
2760,50172.91
2761,8401.63
2762,7117.62
2763,54060.27
2764,3164.7
2765,44766.84
2766,4940.22
2767,12583.54
2768,5646.72
2769,6982.18
2770,47422.59
2771,6377.87
2772,48679.25
2773,65353.2
2774,10108.11
2775,10330.38
2776,8302.84
2777,2643.18
2778,48067.61
2779,5721.84
2780,3678.42
2781,11865.23
2782,5055.61
2783,65298.05
2784,5554.12
2785,1613.09
2786,73712.36
2787,26866.64
2788,57681.97
2789,48944.77
2790,7139.33
2791,23689.18
2792,6494.27
2793,10429.0
2794,3920.3
2795,4646.63
2796,38994.36
2797,5422.02
2798,60241.1
2799,74402.0
2800,6711.73
2801,42816.82
2802,5828.12
2803,64168.39
2804,5621.85
2805,7121.8
2806,9505.16
2807,5521.91
2808,5249.21
2809,11640.3
2810,10133.1
2811,46004.61
2812,8393.07
2813,6075.69
2814,7338.81
2815,62889.94
2816,5474.18
2817,6997.86
2818,6703.99
2819,5521.29
2820,60799.38
2821,3626.86
2822,4504.36
2823,53329.24
2824,15572.08
2825,6344.26
2826,55396.43
2827,2307.21
2828,6049.19
2829,3451.99
2830,4454.99
2831,5920.31
2832,54629.47
2833,6298.08
2834,2563.4
2835,69660.2
2836,56067.63
2837,4763.15
2838,59946.43
2839,5256.38
2840,5492.11
2841,57980.73
2842,6121.47
2843,4221.83
2844,32030.94
2845,13867.82
2846,8664.35
2847,50931.22
2848,49375.05
2849,59100.87
2850,6142.59
2851,57858.66
2852,4425.65
2853,55961.57
2854,11615.08
2855,5008.92
2856,63206.45
2857,54714.45
2858,7417.0
2859,46044.17
2860,5180.93
2861,8081.82
2862,4849.88
2863,11852.61
2864,3201.8
2865,4397.67
2866,55442.22
2867,30027.96
2868,12712.73
2869,28779.04
2870,3497.44
2871,10902.17
2872,5105.97
2873,4952.27
2874,4359.79
2875,6272.88
2876,14639.78
2877,5590.03
2878,6093.87
2879,4298.05
2880,5430.6
2881,61927.35
2882,4657.89
2883,3314.73
2884,59211.74
2885,53846.55
2886,4122.26
2887,15880.0
2888,5218.61
2889,7033.28
2890,7004.14
2891,6937.67
2892,48771.01
2893,4096.19
2894,5748.83
2895,25124.76
2896,4926.03
2897,42547.75
2898,2227.25
2899,5005.19
2900,2326.77
2901,58150.84
2902,10490.58
2903,54294.68
2904,6497.76
2905,3951.05
2906,53361.29
2907,7805.52
2908,5575.44
2909,56906.38
2910,5804.47
2911,49916.72
2912,43410.77
2913,68935.03
2914,6426.62
2915,9292.4
2916,50374.62
2917,3746.05
2918,58104.74
2919,57054.74
2920,6197.62
2921,6069.33
2922,60898.12
2923,50216.38
2924,62298.16
2925,7804.52
2926,41252.43
2927,4535.21
2928,3161.74
2929,6335.4
2930,5835.76
2931,12404.27
2932,6491.25
2933,6046.31
2934,13050.03
2935,67751.4
2936,12607.76
2937,48273.44
2938,42760.41
2939,53855.3
2940,44729.87
2941,54664.49
2942,9186.57
2943,11109.68
2944,49243.67
2945,7227.64
2946,3672.39
2947,51070.22
2948,2939.87
2949,70722.55
2950,6843.66
2951,5616.35
2952,25968.52
2953,3604.09
2954,3493.75
2955,5444.01
2956,12119.75
2957,12128.45
2958,50365.07
2959,7523.23
2960,4929.81
2961,56873.08
2962,6634.42
2963,51174.12
2964,3950.08
2965,59172.56
2966,6934.11
2967,4427.56
2968,46922.07
2969,14865.21
2970,54525.04
2971,68393.26
2972,10468.57
2973,4798.78
2974,79811.84
2975,2358.97
2976,4761.75
2977,5426.59
2978,12610.41
2979,7610.28
2980,12785.18
2981,64194.48
2982,6316.59
2983,12581.45
2984,5002.32
2985,5214.3
2986,4406.92
2987,11948.26
2988,3105.83
2989,54598.54
2990,10184.0
2991,43667.18
2992,8713.56
2993,6031.05
2994,6325.31
2995,3117.79
2996,5849.19
2997,59207.92
2998,75062.24
2999,49759.1
3000,4809.41
3001,6228.66
3002,58922.77
3003,48157.62
3004,2888.17
3005,5086.47
3006,6845.62
3007,5548.51
3008,24011.6
3009,4483.32
3010,5389.49
3011,5814.57
3012,5060.23
3013,24195.34
3014,4458.9
3015,50518.95
3016,2075.56
3017,60729.53
3018,13349.3
3019,17794.65
3020,15289.73
3021,63601.24
3022,7546.21
3023,14015.64
3024,6361.17
3025,51225.78
3026,4808.87
3027,6005.56
3028,8854.19
3029,64936.49
3030,56093.22
3031,54387.72
3032,6218.66
3033,12768.91
3034,54847.59
3035,10767.52
3036,5008.07
3037,37701.1
3038,29542.49
3039,5737.17
3040,5118.73
3041,5308.25
3042,11076.1
3043,6559.94
3044,12744.43
3045,5223.42
3046,46294.13
3047,58838.76
3048,10893.95
3049,13408.49
3050,42398.22
3051,47211.86
3052,7621.381666666667
3053,7345.06
3054,57199.07
3055,2243.74
3056,5869.31
3057,12683.24
3058,51251.02
3059,54928.33
3060,2174.88
3061,14039.41
3062,44064.23
3063,56012.69
3064,2958.0
3065,5875.52
3066,55739.49
3067,5997.64
3068,40889.39
3069,56526.51
3070,33252.71
3071,7036.27
3072,1899.16
3073,12269.24
3074,6035.41
3075,4548.96
3076,4054.84
3077,30337.08
3078,49798.71
3079,4677.04
3080,4159.48
3081,51316.24
3082,4014.23
3083,7771.73
3084,4905.54
3085,66120.41
3086,53960.61
3087,11627.78
3088,13857.77
3089,6769.24
3090,4633.15
3091,15152.23
3092,7941.61
3093,5365.56
3094,41314.06
3095,50334.07
3096,2487.03
3097,9923.49
3098,59457.4
3099,6051.84
3100,53307.85
3101,3220.83
3102,4910.71
3103,5220.51
3104,59309.51
3105,4138.25
3106,48837.02
3107,52872.14
3108,6381.54
3109,4391.02
3110,65580.57
3111,11699.48
3112,5167.38
3113,12727.07
3114,2867.39
3115,10922.15
3116,4461.69
3117,62258.18
3118,53738.3
3119,69277.43
3120,3031.8
3121,28251.4
3122,4652.01
3123,3443.67
3124,6320.72
3125,51409.13
3126,5578.04
3127,2314.55
3128,42315.32
3129,46282.23
3130,3760.78
3131,11304.67
3132,7291.2
3133,4720.47
3134,8538.02
3135,54333.51
3136,4678.5
3137,34975.08
3138,3003.86
3139,9016.29
3140,5247.01
3141,58933.88
3142,6291.22
3143,9016.48
3144,13576.85
3145,11492.24
3146,6179.07
3147,9697.18
3148,52367.22
3149,6463.08
3150,7710.58
3151,13596.85
3152,63224.25
3153,7192.4
3154,5966.05
3155,12036.7
3156,49873.33
3157,6999.06
3158,12887.58
3159,49511.43
3160,13572.42
3161,55714.63
3162,6657.25
3163,6709.57
3164,5296.85
3165,68658.69
3166,7474.28
3167,62665.45
3168,33422.49
3169,4066.42
3170,4508.33
3171,13294.47
3172,4001.6
3173,58262.65
3174,6812.99
3175,52654.3
3176,13745.22
3177,12372.51
3178,3238.21
3179,22781.0
3180,4591.36
3181,57485.6
3182,55909.69
3183,53204.96
3184,5403.49
3185,3905.53
3186,40925.77
3187,64518.19
3188,5241.33
3189,61875.49
3190,88754.67
3191,83971.85
3192,6168.5
3193,7204.11
3194,5987.64
3195,5933.86
3196,5682.7
3197,5034.08
3198,1858.82
3199,44459.21
3200,9578.12
3201,4658.75
3202,6652.81
3203,43887.98
3204,2816.04
3205,6462.15
3206,3181.0
3207,3390.03
3208,13288.58
3209,67760.77
3210,5702.06
3211,6002.13
3212,3841.79
3213,10058.28
3214,5671.23
3215,8339.93
3216,4449.29
3217,5321.04
3218,5922.33
3219,42772.11
3220,10277.06
3221,18330.18
3222,55547.98
3223,7993.19
3224,42348.22
3225,4534.6
3226,5855.58
3227,50243.49
3228,57606.04
3229,32978.87
3230,4460.96
3231,7250.665
3232,7052.38
3233,3257.96
3234,3303.0
3235,9140.95
3236,44499.51
3237,29679.07
3238,58780.07
3239,4535.41
3240,3909.71
3241,58513.6
3242,4996.38
3243,5207.77
3244,12388.1
3245,57587.89
3246,38855.59
3247,6058.58
3248,28614.81
3249,12908.99
3250,6893.43
3251,3247.14
3252,56246.58
3253,51087.03
3254,5492.85
3255,45326.17
3256,44374.29
3257,3765.93
3258,7234.42
3259,54514.96
3260,5530.93
3261,4789.44
3262,7372.43
3263,7075.89
3264,2434.03
3265,4857.73
3266,54056.85
3267,12319.16
3268,9067.09
3269,50612.58
3270,7047.48
3271,5393.69
3272,45333.89
3273,50049.76
3274,6836.71
3275,6548.09
3276,8760.48
3277,57205.77
3278,6487.93
3279,61871.94
3280,4933.02
3281,3833.97
3282,5308.28
3283,55300.37
3284,52019.54
3285,1611.78
3286,4609.12
3287,9636.98
3288,62475.65
3289,8383.29
3290,4445.79
3291,3770.88
3292,1668.64
3293,1518.72
3294,11641.63
3295,56077.09
3296,62689.16
3297,2415.87
3298,10444.71
3299,10623.68
3300,3963.82
3301,6132.3
3302,55485.83
3303,7905.34
3304,10967.35
3305,6225.72
3306,6861.57
3307,19328.19
3308,54982.63
3309,4476.25
3310,41040.32
3311,2196.75
3312,5278.68
3313,47435.39
3314,7179.77
3315,26111.36
3316,9914.29
3317,6111.73
3318,2144.77
3319,4911.27
3320,6559.05
3321,6634.37
3322,7666.43
3323,57839.96
3324,13217.89
3325,7579.24
3326,52209.47
3327,6636.92
3328,1619.31
3329,71779.26
3330,9839.15
3331,13546.31
3332,7466.52
3333,5464.02
3334,4062.1
3335,71880.38
3336,5683.47
3337,55756.78
3338,30457.26
3339,51871.98
3340,7031.93
3341,13966.34
3342,6140.53
3343,4628.26
3344,32054.01
3345,13873.48
3346,89163.26
3347,55275.64
3348,31145.78
3349,11592.7
3350,64217.87
3351,53886.95
3352,48376.5
3353,7217.76
3354,3804.56
3355,47035.4
3356,5219.19
3357,7297.32
3358,4409.36
3359,4796.16
3360,4841.59
3361,11638.01
3362,5780.58
3363,53783.13
3364,61555.04
3365,4571.52
3366,5487.5
3367,8986.87
3368,5514.18
3369,5727.36
3370,3379.59
3371,3302.23
3372,46483.05
3373,2352.03
3374,6440.72
3375,14872.9
3376,2396.14
3377,6029.17
3378,48906.25
3379,5403.33
3380,3914.55
3381,2710.82
3382,5237.08
3383,64336.39
3384,10331.02
3385,52755.79
3386,56947.66
3387,68529.6
3388,3904.44
3389,2464.94
3390,8587.29
3391,2229.34
3392,6182.43
3393,7335.58
3394,5098.28
3395,6585.73
3396,4704.91
3397,6945.26
3398,4972.83
3399,66988.31
3400,9507.83
3401,4721.36
3402,56885.69
3403,2531.23
3404,53291.41
3405,58484.89
3406,5307.08
3407,5580.89
3408,13239.73
3409,3795.33
3410,7263.64
3411,4661.83
3412,6971.54
3413,61664.69
3414,49942.15
3415,7039.83
3416,9034.42
3417,51631.01
3418,57257.59
3419,49794.92
3420,3519.51
3421,47086.71
3422,13438.73
3423,54487.01
3424,6839.34
3425,48624.62
3426,62804.17
3427,45269.16
3428,3092.0
3429,10009.26
3430,5889.92
3431,7817.37
3432,67736.21
3433,11327.89
3434,2724.36
3435,11179.59
3436,4698.62
3437,6269.31
3438,8747.56
3439,4572.43
3440,44151.05
3441,6028.55
3442,45312.35
3443,13952.24
3444,64923.22
3445,47015.84
3446,64169.05
3447,8434.83
3448,4458.53
3449,9806.68
3450,6364.51
3451,6594.77
3452,5577.34
3453,11048.17
3454,4786.61
3455,5140.3
3456,5565.05
3457,7309.97
3458,7672.35
3459,45150.65
3460,5514.12
3461,51775.2
3462,7090.02
3463,73012.69
3464,9639.63
3465,4931.59
3466,5261.06
3467,14534.2
3468,4337.19
3469,63552.25
3470,50539.78
3471,5807.66
3472,4092.35
3473,9496.92
3474,12606.16
3475,57973.1
3476,56558.44
3477,9055.34
3478,4031.42
3479,47156.79
3480,60387.49
3481,5861.96
3482,49673.96
3483,55970.28
3484,6816.06
3485,33539.32
3486,55634.74
3487,51629.7
3488,5609.39
3489,56152.96
3490,55686.18
3491,48888.69
3492,4770.9
3493,61136.26
3494,6008.81
3495,4571.56
3496,61265.11
3497,7100.86
3498,7363.13
3499,3207.67
3500,2377.94
3501,5342.76
3502,60788.5
3503,4454.19
3504,51204.99
3505,45507.95
3506,3882.95
3507,10267.68
3508,40432.41
3509,2907.66
3510,6961.44
3511,48300.82
3512,4454.76
3513,4274.88
3514,56341.51
3515,4336.46
3516,2595.31
3517,7888.68
3518,2725.92
3519,8806.23
3520,8633.33
3521,3737.36
3522,54203.59
3523,5919.31
3524,4476.58
3525,5176.09
3526,62097.19
3527,5729.12
3528,35691.6
3529,4682.27
3530,3815.15
3531,5593.32
3532,6252.25
3533,43495.62
3534,5312.27
3535,57697.47
3536,53064.91
3537,63404.85
3538,9221.59
3539,4962.12
3540,4842.88
3541,47748.7
3542,6771.26
3543,6203.05
3544,54573.68
3545,54313.19
3546,12949.82
3547,4908.33
3548,46772.59
3549,15032.98
3550,55370.71
3551,55877.68
3552,7968.77
3553,55289.13
3554,48617.01
3555,4491.68
3556,7533.43
3557,6922.28
3558,5509.41
3559,4005.17
3560,20760.24
3561,8678.04
3562,41791.17
3563,11729.08
3564,9601.32
3565,61694.26
3566,6067.75
3567,12103.98
3568,2328.59
3569,4653.66
3570,59582.66
3571,3035.12
3572,49675.69
3573,2233.17
3574,8412.9
3575,11187.68
3576,6764.87
3577,7417.86
3578,4367.58
3579,3064.85
3580,56248.47
3581,41267.45
3582,55750.68
3583,67475.17
3584,65532.99
3585,50651.93
3586,3182.21
3587,7661.83
3588,13496.94
3589,11170.11
3590,5679.77
3591,5539.91
3592,10269.44
3593,38593.24
3594,6428.74
3595,58003.11
3596,56016.5
3597,55183.4
3598,7826.83
3599,58655.82
3600,4498.79
3601,11230.61
3602,49579.79
3603,45940.3
3604,2249.14
3605,10644.43
3606,48816.8
3607,2479.71
3608,34118.94
3609,45207.65
3610,7355.011666666667
3611,6204.03
3612,56216.11
3613,7512.86
3614,5211.43
3615,4715.49
3616,9641.35
3617,6464.92
3618,63000.51
3619,2297.32
3620,10800.35
